final_position	id	word	candidate_rank	source	existing_id	lesson_number	category	subcategory	folder	lesson_title
515	4515	常識		existing	4515	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
516	4516	失礼		existing	4516	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
517	4517	控える		existing	4517	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
518	4518	譲る		existing	4518	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
519	4519	慎む		existing	4519	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
520	4520	わきまえる		existing	4520	52	Daily Life	Etiquette & Consideration	etiquette-consideration	Etiquette • Consideration
521	4521	配布		existing	4521	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
522	4522	周知		existing	4522	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
523	4523	確認事項		existing	4523	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
524	4524	引き継ぎ		existing	4524	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
525	4525	進捗		existing	4525	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
526	4526	調整		existing	4526	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
527	4527	回覧		existing	4527	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
528	4528	承認		existing	4528	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
529	4529	了承		existing	4529	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
530	4530	催促		existing	4530	53	Work & Business	Workplace Communication	workplace-communication	Workplace • Communication
531	4531	判断		existing	4531	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
532	4532	決断		existing	4532	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
533	4533	検討		existing	4533	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
534	4534	対処		existing	4534	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
535	4535	解決		existing	4535	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
536	4536	改善		existing	4536	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
537	4537	工夫		existing	4537	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
538	4538	方針		existing	4538	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
539	4539	手段		existing	4539	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
540	4540	妥当		existing	4540	54	Work & Business	Decisions & Problem Solving	decisions-problems	Decisions • Problem Solving
541	4541	品質		existing	4541	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
542	4542	不良		existing	4542	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
543	4543	欠陥		existing	4543	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
544	4544	耐久性		existing	4544	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
545	4545	精度		existing	4545	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
546	4546	寸法		existing	4546	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
547	4547	誤差		existing	4547	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
548	4548	仕様		existing	4548	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
549	4549	試作		existing	4549	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
550	4550	検品		existing	4550	55	Work & Business	Quality & Manufacturing	quality-manufacturing	Quality • Manufacturing
551	4551	調査		existing	4551	56	Academic & Abstract	Research & Data	research-data	Research • Data
552	4552	分析		existing	4552	56	Academic & Abstract	Research & Data	research-data	Research • Data
553	4553	統計		existing	4553	56	Academic & Abstract	Research & Data	research-data	Research • Data
554	4554	傾向		existing	4554	56	Academic & Abstract	Research & Data	research-data	Research • Data
555	4555	仮説		existing	4555	56	Academic & Abstract	Research & Data	research-data	Research • Data
556	4556	根拠		existing	4556	56	Academic & Abstract	Research & Data	research-data	Research • Data
557	4557	検証		existing	4557	56	Academic & Abstract	Research & Data	research-data	Research • Data
558	4558	対象		existing	4558	56	Academic & Abstract	Research & Data	research-data	Research • Data
559	4559	数値		existing	4559	56	Academic & Abstract	Research & Data	research-data	Research • Data
560	4560	比率		existing	4560	56	Academic & Abstract	Research & Data	research-data	Research • Data
561	4561	主張		existing	4561	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
562	4562	意見		existing	4562	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
563	4563	見解		existing	4563	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
564	4564	賛成		existing	4564	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
565	4565	反対		existing	4565	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
566	4566	批判		existing	4566	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
567	4567	反論		existing	4567	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
568	4568	指摘		existing	4568	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
569	4569	説得		existing	4569	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
570	4570	納得		existing	4570	57	Academic & Abstract	Opinions & Arguments	opinions-arguments	Opinions • Arguments
571	4571	穏やか		existing	4571	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
572	4572	素直		existing	4572	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
573	4573	慎重		existing	4573	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
574	4574	大胆		existing	4574	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
575	4575	冷静		existing	4575	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
576	4576	責任感		existing	4576	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
577	4577	協調性		existing	4577	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
578	4578	頑固		existing	4578	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
579	4579	向上心		existing	4579	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
580	4580	弾力		existing	4580	58	Academic & Abstract	Personality & Character	personality-character	Personality • Character
581	4581	対立		existing	4581	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
582	4582	衝突		existing	4582	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
583	4583	仲直り		existing	4583	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
584	4584	信用		existing	4584	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
585	4585	裏切る		existing	4585	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
586	4586	責める		existing	4586	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
587	4587	許す		existing	4587	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
588	4588	誤る		existing	4588	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
589	4589	尊重		existing	4589	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
590	4590	歩み寄る		existing	4590	59	Academic & Abstract	Conflict & Relationships	conflict-relationships	Conflict • Relationships
591	4591	規則		existing	4591	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
592	4592	規定		existing	4592	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
593	4593	基準		existing	4593	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
594	4594	逸脱		existing	4594	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
595	4595	義務		existing	4595	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
596	4596	権利		existing	4596	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
597	4597	厳守		existing	4597	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
598	4598	禁止		existing	4598	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
599	4599	施行		existing	4599	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
600	4600	例外		existing	4600	60	Society & Public Affairs	Rules & Compliance	rules-compliance	Rules • Compliance
601	4601	政策		existing	4601	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
602	4602	制度		existing	4602	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
603	4603	行政		existing	4603	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
604	4604	議会		existing	4604	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
605	4605	選挙		existing	4605	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
606	4606	投票		existing	4606	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
607	4607	改革		existing	4607	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
608	4608	国民		existing	4608	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
609	4609	財政		existing	4609	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
610	4610	自治体		existing	4610	61	Society & Public Affairs	Government & Politics	government-politics	Government • Politics
611	4611	景気		existing	4611	62	Work & Business	Economy & Business	economy-business	Economy • Business
612	4612	不況		existing	4612	62	Work & Business	Economy & Business	economy-business	Economy • Business
613	4613	物価		existing	4613	62	Work & Business	Economy & Business	economy-business	Economy • Business
614	4614	需要		existing	4614	62	Work & Business	Economy & Business	economy-business	Economy • Business
615	4615	供給		existing	4615	62	Work & Business	Economy & Business	economy-business	Economy • Business
616	4616	利益		existing	4616	62	Work & Business	Economy & Business	economy-business	Economy • Business
617	4617	欠損		existing	4617	62	Work & Business	Economy & Business	economy-business	Economy • Business
618	4618	市場		existing	4618	62	Work & Business	Economy & Business	economy-business	Economy • Business
619	4619	競争		existing	4619	62	Work & Business	Economy & Business	economy-business	Economy • Business
620	4620	成長率		existing	4620	62	Work & Business	Economy & Business	economy-business	Economy • Business
621	4621	雇用		existing	4621	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
622	4622	登用		existing	4622	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
623	4623	解雇		existing	4623	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
624	4624	待遇		existing	4624	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
625	4625	給与		existing	4625	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
626	4626	手当		existing	4626	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
627	4627	勤務		existing	4627	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
628	4628	定年		existing	4628	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
629	4629	人材		existing	4629	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
630	4630	労働力		existing	4630	63	Work & Business	Employment Conditions	employment-conditions	Employment • Labor
631	4631	温暖化		existing	4631	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
632	4632	排出		existing	4632	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
633	4633	原料		existing	4633	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
634	4634	再生可能		existing	4634	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
635	4635	生態系		existing	4635	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
636	4636	汚染		existing	4636	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
637	4637	廃棄物		existing	4637	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
638	4638	削減		existing	4638	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
639	4639	保護		existing	4639	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
640	4640	持続可能		existing	4640	64	Society & Public Affairs	Environment & Sustainability	environment-sustainability	Environment • Sustainability
641	4641	犯罪		existing	4641	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
642	4642	事件		existing	4642	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
643	4643	容疑者		existing	4643	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
644	4644	被害者		existing	4644	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
645	4645	逮捕		existing	4645	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
646	4646	捜査		existing	4646	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
647	4647	証拠		existing	4647	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
648	4648	警備		existing	4648	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
649	4649	通報		existing	4649	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
650	4650	不審者		existing	4650	65	Society & Public Affairs	Crime & Public Safety	crime-safety	Crime • Public Safety
651	4651	事故		existing	4651	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
652	4652	負傷		existing	4652	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
653	4653	救出		existing	4653	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
654	4654	救急車		existing	4654	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
655	4655	現場		existing	4655	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
656	4656	損害		existing	4656	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
657	4657	補償		existing	4657	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
658	4658	過失		existing	4658	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
659	4659	目撃者		existing	4659	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
660	4660	届け出		existing	4660	66	Society & Public Affairs	Accidents & Insurance	accidents-insurance	Accidents • Insurance
661	4661	特集		existing	4661	67	Society & Public Affairs	News & Media	news-media	News • Media
662	4662	論説		existing	4662	67	Society & Public Affairs	News & Media	news-media	News • Media
663	4663	見出し		existing	4663	67	Society & Public Affairs	News & Media	news-media	News • Media
664	4664	速報		existing	4664	67	Society & Public Affairs	News & Media	news-media	News • Media
665	4665	会見		existing	4665	67	Society & Public Affairs	News & Media	news-media	News • Media
666	4666	記者		existing	4666	67	Society & Public Affairs	News & Media	news-media	News • Media
667	4667	世論		existing	4667	67	Society & Public Affairs	News & Media	news-media	News • Media
668	4668	公表		existing	4668	67	Society & Public Affairs	News & Media	news-media	News • Media
669	4669	情報源		existing	4669	67	Society & Public Affairs	News & Media	news-media	News • Media
670	4670	訂正		existing	4670	67	Society & Public Affairs	News & Media	news-media	News • Media
671	4671	個人情報		existing	4671	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
672	4672	漏えい		existing	4672	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
673	4673	認証		existing	4673	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
674	4674	暗号化		existing	4674	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
675	4675	不正アクセス		existing	4675	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
676	4676	脅威		existing	4676	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
677	4677	対策		existing	4677	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
678	4678	監視		existing	4678	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
679	4679	復旧		existing	4679	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
680	4680	脆弱性		existing	4680	68	Society & Public Affairs	Digital Security & Privacy	digital-security	Digital Security • Privacy
681	4681	技術		existing	4681	69	Technology & Science	Science & Technology	science-technology	Science • Technology
682	4682	開発		existing	4682	69	Technology & Science	Science & Technology	science-technology	Science • Technology
683	4683	発明		existing	4683	69	Technology & Science	Science & Technology	science-technology	Science • Technology
684	4684	機器		existing	4684	69	Technology & Science	Science & Technology	science-technology	Science • Technology
685	4685	機能		existing	4685	69	Technology & Science	Science & Technology	science-technology	Science • Technology
686	4686	性能		existing	4686	69	Technology & Science	Science & Technology	science-technology	Science • Technology
687	4687	実験		existing	4687	69	Technology & Science	Science & Technology	science-technology	Science • Technology
688	4688	導入		existing	4688	69	Technology & Science	Science & Technology	science-technology	Science • Technology
689	4689	機械化		existing	4689	69	Technology & Science	Science & Technology	science-technology	Science • Technology
690	4690	先端技術		existing	4690	69	Technology & Science	Science & Technology	science-technology	Science • Technology
691	4691	変化		existing	4691	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
692	4692	変動		existing	4692	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
693	4693	推移		existing	4693	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
694	4694	拡大		existing	4694	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
695	4695	縮小		existing	4695	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
696	4696	増加		existing	4696	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
697	4697	減少		existing	4697	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
698	4698	急増		existing	4698	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
699	4699	浸透		existing	4699	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
700	4700	衰退		existing	4700	70	Academic & Abstract	Changes & Trends	changes-trends	Changes • Trends
701	4701	原因		existing	4701	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
702	4702	要因		existing	4702	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
703	4703	背景		existing	4703	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
704	4704	影響		existing	4704	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
705	4705	結果		existing	4705	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
706	4706	効力		existing	4706	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
707	4707	打撃		existing	4707	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
708	4708	負担		existing	4708	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
709	4709	きっかけ		existing	4709	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
710	4710	招く		existing	4710	71	Academic & Abstract	Causes & Consequences	causes-consequences	Causes • Consequences
711	4711	可能性		existing	4711	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
712	4712	見込み		existing	4712	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
713	4713	予測		existing	4713	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
714	4714	推測		existing	4714	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
715	4715	想定		existing	4715	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
716	4716	確実		existing	4716	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
717	4717	明らか		existing	4717	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
718	4718	おそらく		existing	4718	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
719	4719	万一		existing	4719	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
720	4720	見通し		existing	4720	72	Academic & Abstract	Possibility & Prediction	possibility-prediction	Possibility • Prediction
721	4721	査定		existing	4721	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
722	4722	比較		existing	4722	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
723	4723	優れる		existing	4723	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
724	4724	劣る		existing	4724	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
725	4725	適切		existing	4725	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
726	4726	不十分		existing	4726	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
727	4727	有効		existing	4727	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
728	4728	無効		existing	4728	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
729	4729	公平		existing	4729	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
730	4730	客観的		existing	4730	73	Work & Business	Evaluation & Comparison	evaluation-comparison	Evaluation • Comparison
731	4731	概要		existing	4731	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
732	4732	内容		existing	4732	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
733	4733	項目		existing	4733	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
734	4734	要点		existing	4734	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
735	4735	具体例		existing	4735	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
736	4736	定義		existing	4736	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
737	4737	概念		existing	4737	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
738	4738	文脈		existing	4738	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
739	4739	引用		existing	4739	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
740	4740	結論		existing	4740	74	Academic & Abstract	Academic Reading	academic-reading	Academic • Reading
741	4741	生じる		existing	4741	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
742	4742	及ぼす		existing	4742	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
743	4743	伴う		existing	4743	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
744	4744	基づく		existing	4744	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
745	4745	占める		existing	4745	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
746	4746	防ぐ		existing	4746	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
747	4747	避ける		existing	4747	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
748	4748	認める		existing	4748	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
749	4749	求める		existing	4749	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
750	4750	限る		existing	4750	75	Academic & Abstract	Abstract Verbs	abstract-verbs	Abstract • High-Frequency Verbs
751	4751	私	1	candidate		76	Daily Life	People	core-people	People & Pronouns
752	4752	あなた	2	candidate		76	Daily Life	People	core-people	People & Pronouns
753	4753	人	3	candidate		76	Daily Life	People	core-people	People & Pronouns
754	4754	男	4	candidate		76	Daily Life	People	core-people	People & Pronouns
755	4755	女	5	candidate		76	Daily Life	People	core-people	People & Pronouns
756	4756	子ども	6	candidate		76	Daily Life	People	core-people	People & Pronouns
757	4757	大人	7	candidate		76	Daily Life	People	core-people	People & Pronouns
758	4758	友達	8	candidate		76	Daily Life	People	core-people	People & Pronouns
759	4759	友人	9	candidate		76	Daily Life	People	core-people	People & Pronouns
760	4760	家族	10	candidate		76	Daily Life	People	core-people	People & Pronouns
761	4761	父	11	candidate		77	Daily Life	Family	core-family	Family Members
762	4762	母	12	candidate		77	Daily Life	Family	core-family	Family Members
763	4763	両親	13	candidate		77	Daily Life	Family	core-family	Family Members
764	4764	兄	14	candidate		77	Daily Life	Family	core-family	Family Members
765	4765	姉	15	candidate		77	Daily Life	Family	core-family	Family Members
766	4766	弟	16	candidate		77	Daily Life	Family	core-family	Family Members
767	4767	妹	17	candidate		77	Daily Life	Family	core-family	Family Members
768	4768	夫	18	candidate		77	Daily Life	Family	core-family	Family Members
769	4769	妻	19	candidate		77	Daily Life	Family	core-family	Family Members
770	4770	息子	20	candidate		77	Daily Life	Family	core-family	Family Members
771	4771	娘	21	candidate		78	Daily Life	Family	core-family	Family & School Roles
772	4772	先生	22	candidate		78	Daily Life	Family	core-family	Family & School Roles
773	4773	学生	23	candidate		78	Daily Life	Family	core-family	Family & School Roles
774	4774	生徒	24	candidate		78	Daily Life	Family	core-family	Family & School Roles
775	4775	日本人	26	candidate		78	Daily Life	Family	core-family	Family & School Roles
776	4776	日本語	27	candidate		78	Daily Life	Family	core-family	Family & School Roles
777	4777	英語	28	candidate		78	Daily Life	Family	core-family	Family & School Roles
778	4778	外国	29	candidate		78	Daily Life	Family	core-family	Family & School Roles
779	4779	外国人	30	candidate		78	Daily Life	Family	core-family	Family & School Roles
780	4780	国	31	candidate		78	Daily Life	Family	core-family	Family & School Roles
781	4781	世界	32	candidate		79	Daily Life	Places	core-places	Places & Institutions
782	4782	社会	33	candidate		79	Daily Life	Places	core-places	Places & Institutions
783	4783	会社	34	candidate		79	Daily Life	Places	core-places	Places & Institutions
784	4784	仕事	35	candidate		79	Daily Life	Places	core-places	Places & Institutions
785	4785	学校	36	candidate		79	Daily Life	Places	core-places	Places & Institutions
786	4786	大学	37	candidate		79	Daily Life	Places	core-places	Places & Institutions
787	4787	教室	38	candidate		79	Daily Life	Places	core-places	Places & Institutions
788	4788	病院	39	candidate		79	Daily Life	Places	core-places	Places & Institutions
789	4789	銀行	40	candidate		79	Daily Life	Places	core-places	Places & Institutions
790	4790	駅	41	candidate		79	Daily Life	Places	core-places	Places & Institutions
791	4791	店	42	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
792	4792	スーパー	43	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
793	4793	コンビニ	44	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
794	4794	家	45	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
795	4795	部屋	46	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
796	4796	台所	47	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
797	4797	玄関	48	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
798	4798	風呂	49	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
799	4799	トイレ	50	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
800	4800	窓	51	candidate		80	Daily Life	Shopping	core-shopping	Shops & Stores
801	4801	ドア	52	candidate		81	Daily Life	Home	core-home	Home & Furniture
802	4802	階段	53	candidate		81	Daily Life	Home	core-home	Home & Furniture
803	4803	庭	54	candidate		81	Daily Life	Home	core-home	Home & Furniture
804	4804	テーブル	57	candidate		81	Daily Life	Home	core-home	Home & Furniture
805	4805	椅子	58	candidate		81	Daily Life	Home	core-home	Home & Furniture
806	4806	ベッド	59	candidate		81	Daily Life	Home	core-home	Home & Furniture
807	4807	今日	60	candidate		81	Daily Life	Home	core-home	Home & Furniture
808	4808	明日	61	candidate		81	Daily Life	Home	core-home	Home & Furniture
809	4809	日本	25	candidate		81	Daily Life	Home	core-home	Home & Furniture
